,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
283,284,tt1320253,2016-11-26,2016-11-26,A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.,The Expendables,https://www.imdb.com/title/tt1320253/,movie,6.4,103.0,2010,"Action, Adventure, Thriller",350725,2010-08-03,Sylvester Stallone
284,285,tt0113855,2016-11-26,2016-11-26,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,Mortal Kombat,https://www.imdb.com/title/tt0113855/,movie,5.8,101.0,1995,"Action, Adventure, Fantasy, Sci-Fi, Thriller",120150,1995-07-13,Paul W.S. Anderson
285,286,tt1038686,2016-11-26,2016-11-26,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity&apos;s last...",Legion,https://www.imdb.com/title/tt1038686/,movie,5.2,100.0,2010,"Action, Fantasy, Horror",107164,2010-01-21,Scott Stewart
286,287,tt0112442,2016-11-26,2016-11-26,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Bad Boys,https://www.imdb.com/title/tt0112442/,movie,6.8,119.0,1995,"Action, Comedy, Crime, Thriller",272327,1995-04-06,Michael Bay
287,288,tt0359013,2016-11-26,2016-11-26,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",Blade: Trinity,https://www.imdb.com/title/tt0359013/,movie,5.8,113.0,2004,"Action, Horror, Sci-Fi",181320,2004-12-07,David S. Goyer
288,289,tt0370263,2016-11-26,2016-11-26,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",AVP: Alien vs. Predator,https://www.imdb.com/title/tt0370263/,movie,5.6,101.0,2004,"Action, Adventure, Horror, Sci-Fi, Thriller",204225,2004-08-12,Paul W.S. Anderson
289,290,tt2002718,2016-11-26,2016-11-26,The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.,Machete Kills,https://www.imdb.com/title/tt2002718/,movie,5.6,107.0,2013,"Action, Crime, Thriller",80255,2013-09-19,Robert Rodriguez
290,291,tt0109040,2016-11-26,2016-11-26,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,Ace Ventura: Pet Detective,https://www.imdb.com/title/tt0109040/,movie,6.9,86.0,1994,Comedy,308883,1994-02-04,Tom Shadyac
291,292,tt0144120,2016-11-26,2016-11-26,"Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",Bride of Chucky,https://www.imdb.com/title/tt0144120/,movie,5.6,89.0,1998,"Comedy, Horror, Thriller",60738,1998-10-15,Ronny Yu
292,293,tt1764651,2016-11-26,2016-11-26,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",The Expendables 2,https://www.imdb.com/title/tt1764651/,movie,6.6,103.0,2012,"Action, Adventure, Thriller",311404,2012-08-08,Simon West
293,294,tt0107362,2016-11-26,2016-11-26,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",Last Action Hero,https://www.imdb.com/title/tt0107362/,movie,6.4,130.0,1993,"Action, Adventure, Comedy, Fantasy",155530,1993-06-13,John McTiernan
294,295,tt0450314,2016-11-26,2016-11-26,"Frank Castle, known as the Punisher, ruthlessly demolishes organized crime, but it starts an even bigger war.",Punisher: War Zone,https://www.imdb.com/title/tt0450314/,movie,5.9,103.0,2008,"Action, Crime, Drama, Thriller",64552,2008-12-04,Lexi Alexander
295,296,tt0172156,2016-11-26,2016-11-26,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,Bad Boys II,https://www.imdb.com/title/tt0172156/,movie,6.6,147.0,2003,"Action, Comedy, Crime, Thriller",256351,2003-07-09,Michael Bay
296,297,tt0402022,2016-11-26,2016-11-26,"Æon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",Æon Flux,https://www.imdb.com/title/tt0402022/,movie,5.4,93.0,2005,"Action, Adventure, Sci-Fi, Thriller",130199,2005-12-01,Karyn Kusama
297,298,tt0112851,2016-11-26,2016-11-26,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,Desperado,https://www.imdb.com/title/tt0112851/,movie,7.1,104.0,1995,"Action, Crime, Thriller, Western",189622,1995-05-31,Robert Rodriguez
298,299,tt0985694,2016-11-26,2016-11-26,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",Machete,https://www.imdb.com/title/tt0985694/,movie,6.6,105.0,2010,"Action, Crime, Thriller",199732,2010-09-01,"Ethan Maniquis, Robert Rodriguez"
299,300,tt1646987,2016-11-26,2016-11-26,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Wrath of the Titans,https://www.imdb.com/title/tt1646987/,movie,5.7,99.0,2012,"Action, Adventure, Fantasy",191478,2012-03-28,Jonathan Liebesman
300,301,tt0245674,2016-11-26,2016-11-26,"When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves his house, fortune, and his prized collection of ghosts.",Thir13en Ghosts,https://www.imdb.com/title/tt0245674/,movie,5.6,91.0,2001,"Fantasy, Horror",89400,2001-10-23,Steve Beck
301,302,tt1611224,2016-11-26,2016-11-26,"Abraham Lincoln, the 16th President of the United States, discovers vampires are planning to take over the United States. He makes it his mission to eliminate them.",Abraham Lincoln: Vampire Hunter,https://www.imdb.com/title/tt1611224/,movie,5.9,105.0,2012,"Action, Fantasy, Horror",157892,2012-06-18,Timur Bekmambetov
302,303,tt0195714,2016-11-26,2016-11-26,"Alex Browning is among a group of high school students readying themselves for a trip to Europe. When he suddenly has a premonition their airplane will crash, he screams to warn the others but instead he is thrown off of the plane...",Final Destination,https://www.imdb.com/title/tt0195714/,movie,6.7,98.0,2000,"Horror, Thriller",262306,2000-03-16,James Wong
303,304,tt0397065,2016-11-26,2016-11-26,A group of teens are unwittingly stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,House of Wax,https://www.imdb.com/title/tt0397065/,movie,5.4,113.0,2005,"Horror, Thriller",127711,2005-04-26,Jaume Collet-Serra
304,305,tt0119345,2016-11-26,2016-11-26,Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.,I Know What You Did Last Summer,https://www.imdb.com/title/tt0119345/,movie,5.8,101.0,1997,"Horror, Mystery",150550,1997-10-09,Jim Gillespie
305,306,tt0120685,2016-11-26,2016-11-26,French nuclear tests irradiate an iguana into a giant monster that heads off to New York City. The American military must chase the monster across the city to stop it before it reproduces.,Godzilla,https://www.imdb.com/title/tt0120685/,movie,5.4,139.0,1998,"Action, Sci-Fi, Thriller",196460,1998-05-18,Roland Emmerich
306,307,tt0120177,2016-11-26,2016-11-26,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",Spawn,https://www.imdb.com/title/tt0120177/,movie,5.2,96.0,1997,"Action, Drama, Horror",69761,1997-07-31,Mark A.Z. Dippé
307,308,tt0099422,2016-11-26,2016-11-26,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice&apos;s united mob.,Dick Tracy,https://www.imdb.com/title/tt0099422/,movie,6.2,105.0,1990,"Action, Comedy, Crime, Music, Romance, Thriller",63349,1990-06-13,Warren Beatty
308,309,tt0293662,2016-11-26,2016-11-26,"Frank Martin, who &quot;transports&quot; packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.",The Transporter,https://www.imdb.com/title/tt0293662/,movie,6.8,92.0,2002,"Action, Crime, Thriller",308695,2002-10-02,"Corey Yuen, Louis Leterrier"
309,310,tt1071875,2016-11-26,2016-11-26,"Johnny Blaze, tortured by the Ghost Rider&apos;s curse, gets a chance of redemption through protecting the Devil&apos;s son, whose father is pursuing him.",Ghost Rider: Spirit of Vengeance,https://www.imdb.com/title/tt1071875/,movie,4.3,96.0,2011,"Action, Fantasy, Thriller",121831,2011-12-11,"Brian Taylor, Mark Neveldine"
310,311,tt0105690,2016-11-26,2016-11-26,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,Under Siege,https://www.imdb.com/title/tt0105690/,movie,6.5,103.0,1992,"Action, Thriller",90142,1992-10-09,Andrew Davis
311,312,tt0452608,2016-11-26,2016-11-26,Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world&apos;s most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Death Race,https://www.imdb.com/title/tt0452608/,movie,6.4,105.0,2008,"Action, Sci-Fi, Thriller",212264,2008-08-21,Paul W.S. Anderson
312,313,tt0120184,2016-11-26,2016-11-26,A spaceship is discovered under three hundred years&apos; worth of coral growth at the bottom of the ocean.,Sphere,https://www.imdb.com/title/tt0120184/,movie,6.1,134.0,1998,"Action, Mystery, Sci-Fi, Thriller",108518,1998-02-11,Barry Levinson
313,314,tt3472226,2016-11-26,2016-11-26,"In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",Kung Fury,https://www.imdb.com/title/tt3472226/,short,8.0,31.0,2015,"Short, Action, Comedy, Fantasy, Sci-Fi",60613,2015-05-22,David Sandberg
314,315,tt0387575,2016-11-26,2016-11-26,"Chucky and Tiffany are resurrected by their innocent gender-confused daughter, Glenda, and hit Hollywood, where a movie depicting the killer dolls&apos; murder spree is underway.",Seed of Chucky,https://www.imdb.com/title/tt0387575/,movie,4.9,87.0,2004,"Comedy, Horror, Thriller",47057,2004-11-12,Don Mancini
315,316,tt1397280,2016-11-26,2016-11-26,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",Taken 2,https://www.imdb.com/title/tt1397280/,movie,6.2,92.0,2012,"Action, Crime, Thriller",311835,2012-09-07,Olivier Megaton
316,317,tt0455760,2016-11-26,2016-11-26,"A young widower returns to his hometown to search for answers to his wife&apos;s murder, which may be linked to the ghost of a deceased ventriloquist.",Dead Silence,https://www.imdb.com/title/tt0455760/,movie,6.1,89.0,2007,"Horror, Mystery, Thriller",96874,2007-03-16,James Wan
317,318,tt0414982,2016-11-26,2016-11-26,"Six years after students cheated death, another teen has a premonition that she and her friends will be involved in an accident. When the vision comes true, the student and survivors deal with the repercussions of cheating the Gri...",Final Destination 3,https://www.imdb.com/title/tt0414982/,movie,5.8,93.0,2006,"Horror, Thriller",146044,2006-02-02,James Wong
318,319,tt2900624,2016-11-27,2016-11-27,A babysitter finds a VHS tape which features various sinister murders performed by a psychotic clown.,All Hallows' Eve,https://www.imdb.com/title/tt2900624/,movie,5.1,83.0,2013,"Horror, Thriller",9436,2013-10-29,Damien Leone
319,320,tt1763264,2016-11-28,2016-11-28,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,No One Lives,https://www.imdb.com/title/tt1763264/,movie,5.9,86.0,2012,"Horror, Thriller",21953,2012-09-08,Ryûhei Kitamura
320,321,tt0094794,2016-11-30,2016-11-30,"A psychologist with an increasingly popular TV show brainwashes his audiences using a giant living brain. A mischievous high school student is sent to the psychologist&apos;s institute, and becomes determined to expose him.",The Brain,https://www.imdb.com/title/tt0094794/,movie,5.2,94.0,1988,"Horror, Sci-Fi",2948,1988-11-04,Ed Hunt
321,322,tt0790736,2016-11-30,2016-11-30,"A cop killed by his own partner joins RIPD, an afterlife law enforcement department working to apprehend various monsters disguised as humans living on earth, and gets paired up with a smart-mouthed veteran.",R.I.P.D.,https://www.imdb.com/title/tt0790736/,movie,5.6,96.0,2013,"Action, Adventure, Comedy, Crime, Fantasy, Sci-Fi",138170,2013-07-17,Robert Schwentke
322,323,tt0104083,2016-12-01,2016-12-01,"A pregnant policewoman, her quarry, and an innocent delivery boy become trapped in a haunted toy warehouse.",Demonic Toys,https://www.imdb.com/title/tt0104083/,video,5.0,83.0,1992,"Comedy, Fantasy, Horror, Mystery",4392,1992-03-12,Peter Manoogian
323,324,tt0105459,2016-12-01,2016-12-01,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",Split Second,https://www.imdb.com/title/tt0105459/,movie,6.0,90.0,1992,"Action, Crime, Horror, Sci-Fi, Thriller",15581,1992-03-31,Tony Maylam
324,325,tt0428251,2016-12-01,2016-12-01,"A group of teenagers fear for their lives in the swamps of Louisiana, chased by Mr. Jangles, a man possessed by 13 evil souls, and now relentless in his pursuit of new victims.",Venom,https://www.imdb.com/title/tt0428251/,movie,4.6,87.0,2005,Horror,10466,2005-09-16,Jim Gillespie
325,326,tt1212974,2016-12-02,2016-12-02,Three bad girls travel to a remote desert hideaway to steal $200 million in diamonds from a ruthless underworld kingpin.,Bitch Slap,https://www.imdb.com/title/tt1212974/,movie,4.5,109.0,2009,"Action, Comedy, Crime, Thriller",13913,2009-09-14,Rick Jacobson
326,327,tt2175535,2016-12-02,2016-12-02,"His life was torn apart when his wife was murdered by Mafia boss Denny. Filled with vengeance, Adam summoned a demon that endowed him with god-like strength so that he might survive his journey through Heaven&apos;s Valley.",Adam Chaplin,https://www.imdb.com/title/tt2175535/,movie,5.4,84.0,2011,"Action, Crime, Horror",2015,2011-10-31,"Giulio De Santi, Emanuele De Santi"
327,328,tt0118025,2016-12-02,2016-12-02,"Desert Storm vet who was killed in combat rises from the grave on July Fourth, to kill the unpatriotic citizens of his hometown, after some teens burn an American flag over his burial site.",Uncle Sam,https://www.imdb.com/title/tt0118025/,video,4.5,89.0,1996,"Comedy, Horror",3301,1996-11-13,William Lustig
328,329,tt0087727,2016-12-02,2016-12-02,Colonel Braddock launches a mission deep into the jungles of Vietnam to find the POW camp that he escaped from and free the Americans still held captive there.,Missing in Action,https://www.imdb.com/title/tt0087727/,movie,5.4,101.0,1984,"Action, Adventure, Drama, Thriller, War",15534,1984-11-16,Joseph Zito
329,330,tt0089348,2016-12-02,2016-12-02,A one-man army comes to the rescue when the United States are invaded by communists.,Invasion U.S.A.,https://www.imdb.com/title/tt0089348/,movie,5.4,107.0,1985,"Action, Thriller",10284,1985-09-27,Joseph Zito
330,331,tt0096913,2016-12-02,2016-12-02,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country - can they overcome their rivalry and work together to win?,Best of the Best,https://www.imdb.com/title/tt0096913/,movie,6.4,97.0,1989,"Action, Drama, Sport",14543,1989-11-10,Robert Radler
331,332,tt0089695,2016-12-02,2016-12-02,"Jason, a Bruce Lee fan, sees his karate instructor/dad beaten by martial art thugs. They move to Seattle where, after humiliations, he trains with Bruce Lee&apos;s ghost so he can defend himself and others against thugs.",No Retreat No Surrender,https://www.imdb.com/title/tt0089695/,movie,5.6,85.0,1985,"Action, Comedy, Crime, Drama",17751,1985-10-20,Corey Yuen
332,333,tt0097659,2016-12-02,2016-12-02,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,Kickboxer,https://www.imdb.com/title/tt0097659/,movie,6.4,97.0,1989,"Action, Sport, Thriller",57336,1989-04-20,"David Worth, Mark DiSalle"
333,334,tt0084867,2016-12-03,2016-12-03,"After his wife and son got brutalized by a street gang, and a corrupt criminal justice system puts the perpetrators back on the street, a NYC factory worker teams up with a vigilante group to find some measure of bloody justice.",Vigilante,https://www.imdb.com/title/tt0084867/,movie,6.5,90.0,1982,"Action, Crime, Thriller",4170,1982-05-18,William Lustig
334,335,tt0456020,2016-12-13,2016-12-13,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,Waist Deep,https://www.imdb.com/title/tt0456020/,movie,5.8,97.0,2006,"Action, Crime, Drama, Thriller",10244,2006-04-28,Vondie Curtis-Hall
335,336,tt0281190,2016-12-13,2016-12-13,"Wayne and Biggs grow up together on the tough and dangerous streets of Kingston, Jamaica. Eventually moving to Miami, they begin a ruthless climb to the top of a criminal enterprise as they aggressively take control of the Jamaica...",Shottas,https://www.imdb.com/title/tt0281190/,movie,6.0,95.0,2002,"Action, Crime, Drama",4582,2002-02-27,Cess Silvera
336,337,tt0087480,2016-12-16,2016-12-16,A family moves to a suburban town only to be coerced into joining a suspicious club.,Invitation to Hell,https://www.imdb.com/title/tt0087480/,tvMovie,5.1,96.0,1984,"Horror, Sci-Fi, Thriller",1829,1984-05-24,Wes Craven
337,338,tt0087015,2016-12-16,2016-12-16,A bizarre series of sudden disappearances on the streets of New York City seems to point toward something unsavory living in the sewers.,C.H.U.D.,https://www.imdb.com/title/tt0087015/,movie,5.6,88.0,1984,"Horror, Sci-Fi",13127,1984-08-31,Douglas Cheek
338,339,tt1928330,2016-12-19,2016-12-19,A Vietnam veteran who becomes a local hero after saving a man from attackers on a city bus decides to take action when his best friend is murdered and the police show little interest in solving the crime.,Bad Ass,https://www.imdb.com/title/tt1928330/,movie,5.4,90.0,2012,"Action, Comedy, Crime, Thriller",19406,2012-04-13,Craig Moss
339,340,tt0053102,2016-12-21,2016-12-21,Two extraterrestrial women are sent on a mission by the regent of Venus to search for a male of another planet.,La nave de los monstruos,https://www.imdb.com/title/tt0053102/,movie,6.3,81.0,1960,"Comedy, Sci-Fi, Horror",420,1960-01-22,Rogelio A. González
340,341,tt0035124,2016-12-21,2016-12-21,"Kurt Ingston, a rich recluse, invites the doctors who left him a hopeless cripple to his desolate mansion in the swamps as one by one they meet horrible deaths.",Night Monster,https://www.imdb.com/title/tt0035124/,movie,6.2,73.0,1942,"Adventure, Crime, Drama, Horror, Mystery, Thriller",1552,1942-10-20,Ford Beebe
341,342,tt0052286,2016-12-21,2016-12-21,"Prof. Erling and his financial backer Victor build a prototype time machine to snatch objects from the past. Latest find, a statuette, radiometrically dates to 5200 AD! When this draws colleague Richard Hedges to the island lab, E...",Terror from the Year 5000,https://www.imdb.com/title/tt0052286/,movie,2.9,66.0,1958,Sci-Fi,1467,1958-01-31,Robert J. Gurney Jr.
342,343,tt0061420,2016-12-23,2016-12-23,Billy Jack battles a motorcycle gang in a small California beach town.,The Born Losers,https://www.imdb.com/title/tt0061420/,movie,5.9,113.0,1967,"Action, Drama, Thriller, Western",2567,1967-07-12,Tom Laughlin
343,344,tt0071571,2017-01-10,2017-01-10,"When a South American drug lord pays Pace to steal 48 cars for him, all but one is in the bag - thereby, the police precipitate in a desperate car chase against Pace and his Eleanor across Southern California.",Gone in 60 Seconds,https://www.imdb.com/title/tt0071571/,movie,6.4,105.0,1974,"Action, Crime, Drama, Thriller",9362,1974-07-17,H.B. Halicki
344,345,tt0323427,2017-01-16,2017-01-16,"Dr. Hugo Arranz celebrates his 50th anniversary with his wife and daughter when vile hooligans break into their home, raping and killing both his wife and daughter and cutting out the tongue of Hugo. Fortunately, Hugo survives, an...",La noche del ejecutor,https://www.imdb.com/title/tt0323427/,movie,5.5,85.0,1992,"Crime, Drama, Thriller",78,,Paul Naschy
345,346,tt0160127,2017-01-28,2017-01-28,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Charlie's Angels,https://www.imdb.com/title/tt0160127/,movie,5.6,98.0,2000,"Action, Adventure, Comedy, Crime, Thriller",189996,2000-10-22,McG
346,347,tt0101366,2017-02-13,2017-02-13,A human becomes an unlikely rising star in the biggest fighting tournament in the galaxy that&apos;s dominated by alien species.,Arena,https://www.imdb.com/title/tt0101366/,movie,5.2,115.0,1989,"Action, Adventure, Sci-Fi, Sport",2584,1989-03-29,Peter Manoogian
347,348,tt0094960,2017-02-23,2017-02-23,"The government&apos;s new urban renewal policy results in street gangs fighting for control of the inner cities. While most of the residents flee, one factory owner determines to fight the gangs for his property.",Dead End City,https://www.imdb.com/title/tt0094960/,movie,4.8,85.0,1988,"Action, Thriller",146,1988-12-31,Peter Yuval
348,349,tt0100403,2017-03-15,2017-03-15,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",Predator 2,https://www.imdb.com/title/tt0100403/,movie,6.3,108.0,1990,"Action, Horror, Sci-Fi",172898,1990-11-19,Stephen Hopkins
349,350,tt4421920,2017-05-04,2017-05-04,"Barabba must save his brother from a life of crime, no matter what the cost. Meanwhile, Massimo&apos;s wife is killed in a snuff film. Unified by violence, Barabba and Massimo&apos;s destinies are on collision course.",Infidus,https://www.imdb.com/title/tt4421920/,movie,5.6,80.0,2015,"Crime, Drama",639,2015-03-20,Giulio De Santi
350,351,tt0049516,2017-05-06,2017-05-06,A party of archaeologists discovers the remnants of a mutant five-millennia-old Sumerian civilization living beneath a glacier atop a mountain in Mesopotamia.,The Mole People,https://www.imdb.com/title/tt0049516/,movie,5.0,77.0,1956,"Adventure, Fantasy, Horror, Sci-Fi",3665,1956-11-21,Virgil W. Vogel
351,352,tt4381236,2017-05-11,2017-05-11,"Ronnie runs a Disco walking tour with his son, Brayden. When a sexy woman takes the tour, it begins a competition between father and son for her love. It also signals the arrival of an oily strangler who stalks the streets at night.",The Greasy Strangler,https://www.imdb.com/title/tt4381236/,movie,5.7,93.0,2016,"Comedy, Horror",7949,2016-01-22,Jim Hosking
352,353,tt4731136,2017-06-05,2017-06-05,"An ambitious young executive is sent to retrieve his company&apos;s CEO from an idyllic but mysterious &quot;wellness center&quot; at a remote location in the Swiss Alps, but soon suspects that the spa&apos;s treatments are not what they seem.",A Cure for Wellness,https://www.imdb.com/title/tt4731136/,movie,6.4,146.0,2016,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",102556,2016-12-10,Gore Verbinski
353,354,tt4630562,2017-06-12,2017-06-12,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",The Fate of the Furious,https://www.imdb.com/title/tt4630562/,movie,6.6,136.0,2017,"Action, Crime, Thriller",237326,2017-04-04,F. Gary Gray
354,355,tt2820852,2017-06-12,2017-06-12,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,Fast & Furious 7,https://www.imdb.com/title/tt2820852/,movie,7.1,137.0,2015,"Action, Crime, Thriller",395917,2015-03-16,James Wan
355,356,tt0104418,2017-06-17,2017-06-17,"An eloping bride is taken into Hell, and her fiancé must pursue.",Highway to Hell,https://www.imdb.com/title/tt0104418/,movie,6.0,94.0,1991,"Adventure, Comedy, Fantasy, Horror",4970,1991-07-04,Ate de Jong
356,357,tt0117609,2017-09-01,2017-09-01,A streetwise New York police officer transforms into the world&apos;s most unusual superhuman hero.,Sgt. Kabukiman N.Y.P.D.,https://www.imdb.com/title/tt0117609/,movie,5.7,105.0,1990,"Action, Comedy, Crime, Fantasy, Thriller",3095,1990-12-31,"Michael Herz, Lloyd Kaufman"
357,358,tt1972591,2017-09-03,2017-09-03,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",King Arthur: Legend of the Sword,https://www.imdb.com/title/tt1972591/,movie,6.7,126.0,2017,"Action, Adventure, Drama, Fantasy",221684,2017-04-27,Guy Ritchie
358,359,tt0498353,2017-09-10,2017-09-10,Three American college students studying abroad are lured to a Slovakian hostel and discover the grim reality behind it.,Hostel: Part II,https://www.imdb.com/title/tt0498353/,movie,5.5,94.0,2007,Horror,92233,2007-06-07,Eli Roth
359,360,tt0469965,2017-09-14,2017-09-14,"While he&apos;s deep undercover in New York, DEA agent Shane Tanner, the son of a legendary cooler named Dalton, learns that his uncle Nate Tanner got beat up by a group of men because he doesn&apos;t want to sell the Black Pelican, his bar...",Road House 2: Last Call,https://www.imdb.com/title/tt0469965/,video,4.3,86.0,2006,"Action, Crime, Drama, Thriller",1922,2006-07-18,Scott Ziehl
360,361,tt6164014,2017-09-21,2017-09-21,"A reclusive circus master invites a group of social media stars to his house of haunts. Anyone who can make it out before being scared into submission will earn $250,000 - but the stars soon learn they are not only competing for m...",Circus Kane,https://www.imdb.com/title/tt6164014/,movie,4.5,88.0,2017,Horror,1092,2017-09-08,Christopher Ray
361,362,tt3709442,2017-10-03,2017-10-03,"To escape her abusive boyfriend, Kat joins a wilderness expedition with a group of women, all of whom are struggling with the uncertainty of life. What was supposed to be an opportunity for personal discovery quickly becomes a fig...",Quarries,https://www.imdb.com/title/tt3709442/,movie,4.5,83.0,2016,"Drama, Horror, Thriller",1579,2016-10-26,Nils Taylor
362,363,tt4688294,2017-10-08,2017-10-08,Three friends find themselves lost on Skid Row and are captured by an angry homeless gang.,Parasites,https://www.imdb.com/title/tt4688294/,movie,4.2,81.0,2016,"Action, Horror, Thriller",395,2016-07-30,Chad Ferrin
363,364,tt0466766,2017-10-16,2017-10-16,"Horror gets Super Sized when Horny The Clown, the demonic mascot of &quot;Hella-Burger,&quot; starts slashing Orange County teenagers with his meat cleaver from Hell.",Drive Thru,https://www.imdb.com/title/tt0466766/,movie,4.4,83.0,2007,"Comedy, Horror",4539,2007-03-01,"Shane Kuhn, Brendan Cowles"
364,365,tt1648190,2017-11-12,2017-11-12,A boy haunted by visions of a dark tower from a parallel reality teams up with the tower&apos;s disillusioned guardian to stop an evil warlock known as the Man in Black who plans to use the boy to destroy the tower and open the gates o...,The Dark Tower,https://www.imdb.com/title/tt1648190/,movie,5.6,95.0,2017,"Action, Adventure, Fantasy, Sci-Fi, Western",141081,2017-07-31,Nikolaj Arcel
365,366,tt0085183,2017-11-26,2017-11-26,"The son of Torren learns of his heritage, goes to avenge the deaths of his fellow villagers, and rescue his sister from the evil Dakkar and his spider cult.",Ator l'invincibile,https://www.imdb.com/title/tt0085183/,movie,3.2,98.0,1982,"Action, Adventure, Fantasy",2747,1982-10-07,Joe D'Amato
366,367,tt0318081,2017-11-27,2017-11-27,"A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.",A Sound of Thunder,https://www.imdb.com/title/tt0318081/,movie,4.2,110.0,2005,"Action, Adventure, Horror, Sci-Fi, Thriller",20040,2005-08-26,Peter Hyams
367,368,tt4982166,2017-11-28,2017-11-28,"In this horror-comedy, at a New Year&apos;s Eve party, Nico, a naive twenty year old, sets out ready to lose his virginity at all costs that same night. In the middle of the party, his gaze crosses Medea, a cunning and attractive matur...",La noche del virgen,https://www.imdb.com/title/tt4982166/,movie,5.2,116.0,2016,"Comedy, Fantasy, Horror, Mystery, Thriller",569,2016-10-16,Roberto San Sebastián
368,369,tt0061189,2017-12-12,2017-12-12,"The &quot;Angels&quot;, a San Pedro motorcycle gang, parties in the Coachella Valley&apos;s Palm Springs Indian Canyons, California, and wreaks havoc with the local police.",The Wild Angels,https://www.imdb.com/title/tt0061189/,movie,5.6,93.0,1966,"Action, Drama, Thriller",3152,1966-07-20,Roger Corman
369,370,tt7204400,2017-12-17,2017-12-17,The effect of dark matter colliding with the earth is the opening of this film.,Geo-Disaster,https://www.imdb.com/title/tt7204400/,video,2.8,87.0,2017,"Action, Adventure, Drama, Sci-Fi, Thriller",1062,2017-10-03,Thunder Levin
370,371,tt1139592,2017-12-17,2017-12-17,Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monster&apos;s eating spree.,Jeepers Creepers 3,https://www.imdb.com/title/tt1139592/,movie,3.9,100.0,2017,Horror,22624,2017-09-26,Victor Salva
