,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
535,536,tt0369226,2019-02-08,2019-02-08,A detective of the paranormal slowly unravels mysterious events with deadly results.,Alone in the Dark,https://www.imdb.com/title/tt0369226/,movie,2.4,99.0,2005,"Action, Horror, Sci-Fi",46001,2005-01-28,Uwe Boll
536,537,tt0114367,2019-02-08,2019-02-08,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained s...",Screamers,https://www.imdb.com/title/tt0114367/,movie,6.3,108.0,1995,"Horror, Sci-Fi, Thriller",28136,1995-09-08,Christian Duguay
537,538,tt1365519,2019-02-17,2019-02-17,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared.",Tomb Raider,https://www.imdb.com/title/tt1365519/,movie,6.3,119.0,2018,"Action, Adventure, Fantasy, Thriller",218088,2018-03-02,Roar Uthaug
538,539,tt0146316,2019-02-17,2019-02-17,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.,Lara Croft: Tomb Raider,https://www.imdb.com/title/tt0146316/,movie,5.7,100.0,2001,"Action, Adventure, Fantasy, Thriller",212554,2001-06-11,Simon West
539,540,tt0071396,2019-02-21,2019-02-21,A young woman goes searching for her missing artist father. Her journey takes her to a strange Californian seaside town governed by a mysterious undead cult.,Messiah of Evil,https://www.imdb.com/title/tt0071396/,movie,6.3,90.0,1973,Horror,4869,1973-04-23,"Willard Huyck, Gloria Katz"
540,541,tt0260866,2019-02-22,2019-02-22,"When the daughter of a psychiatrist is kidnapped, he&apos;s horrified to discover that the abductors&apos; demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...",Don't Say a Word,https://www.imdb.com/title/tt0260866/,movie,6.3,113.0,2001,"Drama, Mystery, Thriller",54762,2001-09-24,Gary Fleder
541,542,tt6850820,2019-02-24,2019-02-24,"Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.",Peppermint,https://www.imdb.com/title/tt6850820/,movie,6.5,101.0,2018,"Action, Thriller",66776,2018-08-28,Pierre Morel
542,543,tt0070300,2019-02-24,2019-02-24,A young girl who returns to her hometown to see her dying father finds herself being drawn into a web of vampirism and witchcraft.,Lemora: A Child's Tale of the Supernatural,https://www.imdb.com/title/tt0070300/,movie,6.2,80.0,1973,"Fantasy, Horror, Thriller",2334,1973-04-30,Richard Blackburn
543,544,tt0089122,2019-02-26,2019-02-26,A young woman running an animal sanctuary in the outback takes her revenge on a trio of kangaroo hunters who terrorized her.,Fair Game,https://www.imdb.com/title/tt0089122/,movie,6.0,86.0,1986,"Action, Thriller",1577,1986-07-24,Mario Andreacchio
544,545,tt0320691,2019-03-03,2019-03-03,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Underworld,https://www.imdb.com/title/tt0320691/,movie,7.0,121.0,2003,"Action, Fantasy, Thriller",275036,2003-09-08,Len Wiseman
545,546,tt0401855,2019-03-03,2019-03-03,"Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",Underworld: Evolution,https://www.imdb.com/title/tt0401855/,movie,6.7,106.0,2006,"Action, Fantasy, Thriller",203416,2006-01-12,Len Wiseman
546,547,tt1430612,2019-03-04,2019-03-04,An undercover Detroit cop navigates a dangerous neighborhood that&apos;s surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.,Brick Mansions,https://www.imdb.com/title/tt1430612/,movie,5.6,90.0,2014,"Action, Crime, Thriller",43049,2014-04-23,Camille Delamarre
547,548,tt1477834,2019-03-10,2019-03-10,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",Aquaman,https://www.imdb.com/title/tt1477834/,movie,6.8,143.0,2018,"Action, Adventure, Fantasy, Sci-Fi",484499,2018-11-26,James Wan
548,549,tt1386697,2019-03-12,2019-03-12,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,Suicide Squad,https://www.imdb.com/title/tt1386697/,movie,5.9,123.0,2016,"Action, Adventure, Fantasy, Sci-Fi",694383,2016-08-01,David Ayer
549,550,tt0098180,2019-03-18,2019-03-18,A Spetsnaz commando is sent on a covert mission by his Soviet superiors to infiltrate a rebel army and assassinate its leader.,Red Scorpion,https://www.imdb.com/title/tt0098180/,movie,5.1,105.0,1988,"Action, Adventure",9287,1988-10-25,Joseph Zito
550,551,tt0090927,2019-03-23,2019-03-23,"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.",The Delta Force,https://www.imdb.com/title/tt0090927/,movie,5.6,125.0,1986,"Action, Adventure, Drama, Thriller, War",20941,1986-02-12,Menahem Golan
551,552,tt0172669,2019-03-23,2019-03-23,"After witnessing his parents being killed by creatures on an island as a child, a young man is brought back to the island a few years later by his psychiatrist, only to be terrorized by the same creatures.",Komodo,https://www.imdb.com/title/tt0172669/,movie,4.2,90.0,1999,"Adventure, Horror, Sci-Fi, Thriller",3567,1999-07-04,Michael Lantieri
552,553,tt0116654,2019-03-23,2019-03-23,"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.",The Island of Dr. Moreau,https://www.imdb.com/title/tt0116654/,movie,4.5,96.0,1996,"Horror, Sci-Fi, Thriller",34254,1996-08-23,"Richard Stanley, John Frankenheimer"
553,554,tt0811124,2019-03-23,2019-03-23,"After a devastating boat crash, a group of friends are stranded on an uncharted island where they encounter an ancient tribe of humanoid creatures.",The Lost Tribe,https://www.imdb.com/title/tt0811124/,movie,3.8,100.0,2010,"Adventure, Horror, Thriller",1779,2010-05-31,Roel Reiné
554,555,tt0085121,2019-03-23,2019-03-23,An LAPD detective and his rookie partner are on the trail of a psychopathic young man who is murdering young women.,10 to Midnight,https://www.imdb.com/title/tt0085121/,movie,6.3,101.0,1983,"Crime, Drama, Thriller",8595,1983-03-11,J. Lee Thompson
555,556,tt1179071,2019-03-23,2019-03-23,"A boy witnesses his parents&apos; murder and is sent to an orphanage, where his sister is adopted and he is left behind, being abused by using a mask. Years later, he returns to her life, still masked, wanting to teach her a lesson.",The Orphan Killer,https://www.imdb.com/title/tt1179071/,movie,3.8,83.0,2011,Horror,1723,2011-10-02,Matt Farnsworth
556,557,tt0760187,2019-03-23,2019-03-23,A Ronald Reagan-obsessed serial killer targets a bunch of hippies who are heading to a weekend-long concert.,The Tripper,https://www.imdb.com/title/tt0760187/,movie,5.0,97.0,2006,"Comedy, Horror",6186,2006-10-13,David Arquette
557,558,tt0088852,2019-03-23,2019-03-23,"London Bridge, London, England, 1888. Jack the Ripper dies in the Thames river. London Bridge, Lake Havasu, Arizona, 1985. The last original stone used to rebuild the London Bridge is laid, all the city is happy. But since that mo...",Bridge Across Time,https://www.imdb.com/title/tt0088852/,tvMovie,4.9,97.0,1985,"Crime, Fantasy, Horror, Thriller",655,1985-10-22,E.W. Swackhamer
558,559,tt1785669,2019-03-23,2019-03-23,"A forgotten king, Eirick, is tasked with the impossible odds to defeat Thor, the God of Thunder.",Vikingdom,https://www.imdb.com/title/tt1785669/,movie,3.3,114.0,2013,"Action, Adventure, Fantasy",3498,2013-09-12,Yusry Abd Halim
559,560,tt1283887,2019-03-25,2019-03-25,"A subversive tale that interlaces five stories set in Los Angeles, where no taboo is left unexplored as each character careens toward a dark and often comic fate.",Burning Palms,https://www.imdb.com/title/tt1283887/,movie,5.4,105.0,2010,"Comedy, Thriller",2981,2010-04-23,Christopher Landon
560,561,tt0079855,2019-04-01,2019-04-01,Several couples head upstate to the country to watch a boat being built. Unfortunately they are stalked by a murderer behind a ghoulish mask.,Savage Weekend,https://www.imdb.com/title/tt0079855/,movie,4.5,88.0,1979,Horror,1677,1979-12-31,"David Paulsen, John Mason Kirby"
561,562,tt0066915,2019-04-09,2019-04-09,A Green Beret returns home from the Vietnam war to find that a gang of murderous bikers has killed his fiancee. He calls on several of his Green Beret buddies to come and help him take revenge on the gang.,Chrome and Hot Leather,https://www.imdb.com/title/tt0066915/,movie,5.0,91.0,1971,"Action, Drama",538,1971-09-29,Lee Frost
562,563,tt2185022,2019-04-11,2019-04-11,"Love takes a furry twist in this slice of romantic comedy. A young woman falls for a stray dog with a secret: by night, it becomes a man. Follow the journey of the golden retriever and the friend who gives him a home.",Love on a Leash,https://www.imdb.com/title/tt2185022/,movie,8.1,90.0,2011,"Comedy, Drama, Fantasy, Romance",7801,2011-12-31,Fen Tian
563,564,tt1523267,2019-04-13,2019-04-13,"When a solar eclipse sends a colossal blast of super chilled air towards the earth, it then sets off a catastrophic chain of events that threatens to engulf the world in ice and begin a new Ice Age.",Arctic Blast,https://www.imdb.com/title/tt1523267/,movie,3.9,92.0,2010,"Action, Adventure, Drama, Sci-Fi, Thriller",3893,2010-05-30,Brian Trenchard-Smith
564,565,tt0467197,2019-04-13,2019-04-13,"Coming together to solve a series of murders in New York City are a police detective and an assassin, who will be hunted by the police, the mob, and a ruthless corporation.",Max Payne,https://www.imdb.com/title/tt0467197/,movie,5.3,100.0,2008,"Action, Crime, Drama, Thriller",127593,2008-10-13,John Moore
565,566,tt0185183,2019-04-15,2019-04-15,"It&apos;s the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their &apos;man-animals&apos; are about to ignite the rebellion of a lifetime.",Battlefield Earth,https://www.imdb.com/title/tt0185183/,movie,2.5,118.0,2000,"Action, Adventure, Sci-Fi",81062,2000-05-10,Roger Christian
566,567,tt0093894,2019-04-17,2019-04-17,"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",The Running Man,https://www.imdb.com/title/tt0093894/,movie,6.6,101.0,1987,"Action, Sci-Fi, Thriller",157623,1987-11-13,Paul Michael Glaser
567,568,tt0300556,2019-04-18,2019-04-18,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th-century France before they can escape back to the twenty-first century.,Timeline,https://www.imdb.com/title/tt0300556/,movie,5.6,116.0,2003,"Action, Adventure, Sci-Fi, War",64182,2003-11-19,Richard Donner
568,569,tt0457400,2019-04-18,2019-04-18,"A space-time vortex sucks scientist Rick Marshall, his assistant Holly and a survivalist Will into a world populated by dinosaurs and painfully slow creatures called Sleestaks.",Land of the Lost,https://www.imdb.com/title/tt0457400/,movie,5.3,102.0,2009,"Action, Adventure, Comedy, Sci-Fi",72786,2009-06-05,Brad Silberling
569,570,tt1298649,2019-04-18,2019-04-18,Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,The Watch,https://www.imdb.com/title/tt1298649/,movie,5.7,102.0,2012,"Comedy, Sci-Fi",129814,2012-07-27,Akiva Schaffer
570,571,tt0090305,2019-04-20,2019-04-20,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.",Weird Science,https://www.imdb.com/title/tt0090305/,movie,6.6,94.0,1985,"Comedy, Romance, Sci-Fi",92045,1985-08-02,John Hughes
571,572,tt1272025,2019-04-27,2019-04-27,A comet passes near the Earth and disturbs Earth&apos;s magnetic field.,Polar Storm,https://www.imdb.com/title/tt1272025/,tvMovie,3.7,92.0,2009,"Action, Adventure, Drama, Sci-Fi, Thriller",1776,2009-03-28,Paul Ziller
572,573,tt0113326,2019-05-04,2019-05-04,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,Hung fan kui,https://www.imdb.com/title/tt0113326/,movie,6.7,104.0,1995,"Action, Comedy, Crime, Thriller",43537,1995-01-21,Stanley Tong
573,574,tt0120609,2019-05-05,2019-05-05,"Socially anxious hitman Melvin Smiley, an expert in his lucrative field, goes on a job and falls in love with his kidnapping victim, turning his world upside down.",The Big Hit,https://www.imdb.com/title/tt0120609/,movie,6.0,91.0,1998,"Action, Comedy, Crime, Thriller",30613,1998-04-24,Kirk Wong
574,575,tt0245803,2019-05-05,2019-05-05,"Based on the very underground comic book of the same name, a Tibetan monk becomes a mentor to a young street punk and tries teaching him how to protect the scroll of ultimate power from a secret Nazi organization bent on world dom...",Bulletproof Monk,https://www.imdb.com/title/tt0245803/,movie,5.4,104.0,2003,"Action, Comedy, Fantasy",51107,2003-04-16,Paul Hunter
575,576,tt0165929,2019-05-05,2019-05-05,An avenging cop seeks out his brother&apos;s killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,Romeo Must Die,https://www.imdb.com/title/tt0165929/,movie,6.1,115.0,2000,"Action, Crime, Thriller",71599,2000-03-20,Andrzej Bartkowiak
576,577,tt0242445,2019-05-05,2019-05-05,"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.",Exit Wounds,https://www.imdb.com/title/tt0242445/,movie,5.6,101.0,2001,"Action, Crime, Thriller",36029,2001-03-13,Andrzej Bartkowiak
577,578,tt7772580,2019-05-24,2019-05-24,"When troubled musical prodigy Charlotte seeks out Elizabeth, the new star pupil of her former school, the encounter sends both musicians down a sinister path with shocking consequences.",The Perfection,https://www.imdb.com/title/tt7772580/,movie,6.2,90.0,2018,"Drama, Horror, Music, Thriller",45717,2018-09-20,Richard Shepard
578,579,tt0074593,2019-05-26,2019-05-26,"An eighteen-foot-tall grizzly bear terrorizes a state park, leaving it up to a Park Ranger to save the day.",Grizzly,https://www.imdb.com/title/tt0074593/,movie,5.2,91.0,1976,"Adventure, Horror, Thriller",5367,1976-05-12,William Girdler
579,580,tt0116075,2019-05-30,2019-05-30,An extremely successful dentist goes off the deep end after he catches his wife cheating on him.,The Dentist,https://www.imdb.com/title/tt0116075/,movie,5.3,92.0,1996,"Horror, Thriller",9811,1996-06-18,Brian Yuzna
580,581,tt0223268,2019-05-30,2019-05-30,"A man sells his soul to the devil to gain superpowers and avenge his girlfriend&apos;s brutal murder. When he realizes that the price is the soul of his new love interest, he turns on the devil.",Faust: Love of the Damned,https://www.imdb.com/title/tt0223268/,movie,4.4,101.0,2000,"Drama, Fantasy, Horror, Romance",4313,2000-10-12,Brian Yuzna
581,582,tt1013860,2019-05-31,2019-05-31,"The adventures of supernatural private investigator, Dylan Dog, who seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket, and blue jeans.",Dylan Dog: Dead of Night,https://www.imdb.com/title/tt1013860/,movie,5.1,108.0,2010,"Action, Comedy, Crime, Fantasy, Horror, Mystery, Thriller",15312,2011-03-16,Kevin Munroe
582,583,tt0078251,2019-06-03,2019-06-03,"A martial arts book, which Hsu Yin-Fung carries, is being highly sought by various clans and gangs, but he is in pursuit of someone himself.",She he ba bu,https://www.imdb.com/title/tt0078251/,movie,6.4,96.0,1978,"Action, Drama",2644,1978-03-08,Chi-Hwa Chen
583,584,tt0093146,2019-06-03,2019-06-03,"In Hawaii, an undercover DEA agent and her civilian friend stumble upon a drug trafficking operation, and have to enlist the help of all their colleagues/friends to go after the vicious drug kingpin.",Hard Ticket to Hawaii,https://www.imdb.com/title/tt0093146/,movie,5.0,96.0,1987,"Action, Comedy, Crime",4779,1987-03-31,Andy Sidaris
584,585,tt0088024,2019-06-04,2019-06-04,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.",Runaway,https://www.imdb.com/title/tt0088024/,movie,5.8,99.0,1984,"Action, Crime, Sci-Fi, Thriller",13787,1984-12-14,Michael Crichton
585,586,tt0079882,2019-06-08,2019-06-08,"Hawaii has fallen under the control of a ruthless cartel of seven gangsters. The FBI acquires the services of an ex-agent turned assassin, Drew Savano, who in turn assembles a team of seven hitmen to stop them.",Seven,https://www.imdb.com/title/tt0079882/,movie,5.8,100.0,1979,"Action, Drama",816,1979-09-21,Andy Sidaris
586,587,tt1424310,2019-06-17,2019-06-17,A man searches the world for a set of mystic artifacts. The twelve bronze heads of the animals from the Chinese zodiac.,Sap ji sang ciu,https://www.imdb.com/title/tt1424310/,movie,6.0,122.0,2012,"Action, Adventure, Comedy, Crime",23572,2012-12-12,Jackie Chan
587,588,tt2938956,2019-06-20,2019-06-20,"In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.",The Transporter Refueled,https://www.imdb.com/title/tt2938956/,movie,5.2,96.0,2015,"Action, Thriller",43032,2015-08-25,Camille Delamarre
588,589,tt0106761,2019-06-23,2019-06-23,"Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers&apos; half and have a complete medallion so he can gain absolute power.",Double Dragon,https://www.imdb.com/title/tt0106761/,movie,3.9,96.0,1994,"Action, Adventure, Comedy, Fantasy, Sci-Fi",13158,1994-11-04,James Yukich
589,590,tt0088729,2019-06-25,2019-06-25,"Upon his return from Vietnam, an ex-soldier finds his neighborhood has deteriorated badly, and is being terrorized by a vicious street gang. He calls some of his GI buddies, and together they hatch a plan to get rid of the gang.",The Annihilators,https://www.imdb.com/title/tt0088729/,movie,5.0,84.0,1985,"Action, Crime, Drama",645,1985-01-31,Charles E. Sellier Jr.
590,591,tt8160864,2019-06-27,2019-06-27,"A hitman must prove his loyalty to his mentor and best friend, while his girlfriend wants to leave the business behind them.",Chase,https://www.imdb.com/title/tt8160864/,movie,4.2,84.0,2019,Thriller,7733,2019-05-14,Michael Matteo Rossi
591,592,tt0837563,2019-06-29,2019-06-29,"Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",Pet Sematary,https://www.imdb.com/title/tt0837563/,movie,5.7,101.0,2019,"Horror, Mystery, Thriller",94024,2019-03-16,"Kevin Kölsch, Dennis Widmyer"
592,593,tt1486185,2019-07-02,2019-07-02,"Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family&apos;s displeasure.",Red Riding Hood,https://www.imdb.com/title/tt1486185/,movie,5.4,100.0,2011,"Fantasy, Horror, Mystery, Romance, Thriller",113567,2011-03-07,Catherine Hardwicke
593,594,tt4249580,2019-07-03,2019-07-03,"A group of carpet fitters are sent on a job to an old Country house in the middle of nowhere. However they soon discover it&apos;s a trap set up by the savage, cannibalistic family, The Hannings. The carpet fitters are forced to fight ...",Cannibals and Carpet Fitters,https://www.imdb.com/title/tt4249580/,movie,5.2,83.0,2017,"Comedy, Horror",834,2017-10-06,James Bushe
594,595,tt0464154,2019-07-03,2019-07-03,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area&apos;s new razor-toothed residents.",Piranha 3D,https://www.imdb.com/title/tt0464154/,movie,5.5,88.0,2010,"Comedy, Horror",93247,2010-08-20,Alexandre Aja
595,596,tt0930072,2019-07-06,2019-07-06,"A rash of suspiciously gruesome murders in a sleepy lakeside town has authorities stumped. They soon realize the culprit is not only connected to the lake, but in it. They must figure out what it is and how to stop it before it&apos;s ...",Beyond Loch Ness,https://www.imdb.com/title/tt0930072/,tvMovie,4.0,91.0,2008,"Action, Adventure, Comedy, Fantasy, Horror, Mystery, Sci-Fi, Thriller",2021,2008-01-05,Paul Ziller
596,597,tt0096000,2019-07-12,2019-07-12,"A clone/mix of PREDATOR, RAMBO, and ROBOCOP gone nuts jungle flick with an international cast, exotic locale and good electronic music.",Robowar - Robot da guerra,https://www.imdb.com/title/tt0096000/,movie,4.3,92.0,1988,"Action, Adventure, Comedy, Horror, Sci-Fi",1228,1988-12-31,Bruno Mattei
597,598,tt2274648,2019-07-13,2019-07-13,"Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.",Hellboy,https://www.imdb.com/title/tt2274648/,movie,5.2,120.0,2019,"Action, Adventure, Fantasy, Horror, Sci-Fi",92921,2019-04-09,Neil Marshall
598,599,tt1641831,2019-07-14,2019-07-14,Based on the 2012 end-of-world prophesy where two unlikely characters team up to solve a mystery that just might save the world.,Doomsday Prophecy,https://www.imdb.com/title/tt1641831/,tvMovie,3.9,92.0,2011,Sci-Fi,1611,2011-08-13,Jason Bourque
599,600,tt1034447,2019-07-14,2019-07-14,"A former Marine has been kidnapped with three convicts, taken to a deserted island, and forced to participate in a deadly game. The super-rich pay a fortune to hunt human prey. But the island isn&apos;t deserted--it&apos;s home to Hydra the...",Hydra,https://www.imdb.com/title/tt1034447/,tvMovie,3.1,94.0,2009,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",1475,2009-02-22,Andrew Prendergast
600,601,tt1467391,2019-07-20,2019-07-20,A spoof of contemporary Spanish movies.,Spanish Movie,https://www.imdb.com/title/tt1467391/,movie,4.2,83.0,2009,Comedy,3028,2009-12-04,Javier Ruiz Caldera
601,602,tt1528718,2019-07-31,2019-07-31,"A US drugs cop in Bucharest is up against a Russian gun and drug trafficker employing cute women and a Gypsy gang leader, who plunders, rapes and kills the young and rich. Lots of fighting and shooting.",Born to Raise Hell,https://www.imdb.com/title/tt1528718/,movie,4.3,98.0,2010,"Action, Crime, Thriller",4530,2010-10-18,Lauro David Chartrand-DelValle
602,603,tt0085128,2019-08-09,2019-08-09,"In 1980s Madrid, while the most prominent bands in the music scene perform in fashion clubs, a couple of teenagers, Juanjo and Raquel, jeopardize their sentimental relationship when Juanjo gets involved with another classmate from...",¡¡¡A tope!!!,https://www.imdb.com/title/tt0085128/,movie,5.0,89.0,1984,"Comedy, Music",87,1984-02-13,Ramón Fernández
603,604,tt6422938,2019-08-10,2019-08-10,"A fatal explosion and sudden earthquake rock Los Angeles, and reporter John Benson seizes his chance to cover the breaking news of increasing seismic activity.",Destruction Los Angeles,https://www.imdb.com/title/tt6422938/,movie,3.9,93.0,2017,"Action, Adventure, Thriller",2590,2017-09-20,Tibor Takács
604,605,tt0091630,2019-08-14,2019-08-14,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",Night of the Creeps,https://www.imdb.com/title/tt0091630/,movie,6.7,88.0,1986,"Comedy, Horror, Sci-Fi",24618,1986-08-22,Fred Dekker
605,606,tt0100502,2019-08-14,2019-08-14,"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",RoboCop 2,https://www.imdb.com/title/tt0100502/,movie,5.8,117.0,1990,"Action, Crime, Sci-Fi, Thriller",88502,1990-06-22,Irvin Kershner
606,607,tt3133114,2019-08-15,2019-08-15,"Sixty-six years after the Roswell crash, aliens return to attack Earth. Elite commandos come out of retirement to battle the extraterrestrial onslaught.",Invasion Roswell,https://www.imdb.com/title/tt3133114/,tvMovie,3.1,81.0,2013,"Action, Sci-Fi",524,2013-08-08,David Flores
607,608,tt0402175,2019-08-15,2019-08-15,"In the beautiful underwater reefs off the coast of Florida&apos;s pastoral Pajaro Island, a fissure rips open in the ocean floor.",Faultline,https://www.imdb.com/title/tt0402175/,tvMovie,2.9,89.0,2004,Action,269,2004-01-31,Rex Piano
608,609,tt7958736,2019-08-19,2019-08-19,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn&apos;t get any better, things start happening that make them question the intention of their host.",Ma,https://www.imdb.com/title/tt7958736/,movie,5.6,99.0,2019,"Horror, Mystery, Thriller",55141,2019-05-29,Tate Taylor
609,610,tt5580688,2019-08-21,2019-08-21,An investigative team travels deep into the remote Colorado wilderness after a group of young campers are viciously murdered by what may be Bigfoot.,Hoax,https://www.imdb.com/title/tt5580688/,movie,3.8,96.0,2019,Horror,861,2019-08-20,Matt Allen
610,611,tt1688653,2019-08-24,2019-08-24,An American company inadvertently unleashes a magnetic vortex on an unprepared world.,Metal Tornado,https://www.imdb.com/title/tt1688653/,tvMovie,3.2,90.0,2011,"Action, Sci-Fi, Thriller",1634,2011-07-22,Gordon Yang
611,612,tt0468547,2019-08-24,2019-08-24,"When a plane carrying a pair of top secret military robots crashes on a deserted Pacific island, a team of Navy seals must find them and turn them off as soon as possible for the longer they are activated, the smarter they become.",A.I. Assault,https://www.imdb.com/title/tt0468547/,tvMovie,2.9,94.0,2006,"Action, Adventure, Sci-Fi, Thriller",1124,2006-09-07,Jim Wynorski
612,613,tt0070119,2019-08-28,2019-08-28,A mutant sheep is on the move near a ranch in the American West.,Godmonster of Indian Flats,https://www.imdb.com/title/tt0070119/,movie,3.6,89.0,1973,"Western, Horror",831,1973-12-31,Fredric Hobbs
613,614,tt0102690,2019-08-30,2019-08-30,A master of disguise deranged killer begins killing off the college students who are organizing a horror-movie marathon in an abandoned theater.,Popcorn,https://www.imdb.com/title/tt0102690/,movie,5.8,91.0,1991,"Comedy, Horror",5677,1991-02-01,"Alan Ormsby, Mark Herrier"
614,615,tt6565702,2019-09-01,2019-09-01,"Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix, causing the X-Men to decide if her life is worth more than all of humanity.",Dark Phoenix,https://www.imdb.com/title/tt6565702/,movie,5.7,113.0,2019,"Action, Adventure, Sci-Fi",192055,2019-06-04,Simon Kinberg
615,616,tt8695030,2019-09-07,2019-09-07,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,The Dead Don't Die,https://www.imdb.com/title/tt8695030/,movie,5.4,104.0,2019,"Comedy, Fantasy, Horror, Sci-Fi",81052,2019-05-14,Jim Jarmusch
616,617,tt0119642,2019-09-08,2019-09-08,"100 people, who have betrayed The Syndicate, are gathered in a prison opening the next day. They are given weapons and 6 hours to kill each other. The 3 remaining share $10,000,000.",Mean Guns,https://www.imdb.com/title/tt0119642/,movie,5.4,110.0,1997,"Action, Crime, Thriller",4658,1997-07-10,Albert Pyun
617,618,tt0185371,2019-09-13,2019-09-13,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",House on Haunted Hill,https://www.imdb.com/title/tt0185371/,movie,5.6,93.0,1999,"Crime, Fantasy, Horror, Mystery, Thriller",58136,1999-10-27,William Malone
618,619,tt0185431,2019-09-21,2019-09-21,"After two of the devil&apos;s three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it&apos;s too late.",Little Nicky,https://www.imdb.com/title/tt0185431/,movie,5.3,90.0,2000,"Comedy, Fantasy",108027,2000-11-02,Steven Brill
619,620,tt0132245,2019-09-21,2019-09-21,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.,Driven,https://www.imdb.com/title/tt0132245/,movie,4.6,116.0,2001,"Action, Drama, Sport",41974,2001-03-08,Renny Harlin
620,621,tt8836988,2019-09-26,2019-09-26,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible.",Avengement,https://www.imdb.com/title/tt8836988/,movie,6.6,87.0,2019,"Action, Crime",17624,2019-05-24,Jesse V. Johnson
621,622,tt0219653,2019-10-06,2019-10-06,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis&apos; daughter, Mary Van Helsing.",Dracula 2000,https://www.imdb.com/title/tt0219653/,movie,4.9,99.0,2000,"Action, Fantasy, Horror, Thriller",34882,2000-12-22,Patrick Lussier
622,623,tt5294518,2019-10-19,2019-10-19,A boy receiving treatment for his auto-immune disorder discovers that the house he&apos;s living in isn&apos;t as safe as he thought.,Eli,https://www.imdb.com/title/tt5294518/,movie,5.8,98.0,2019,"Drama, Horror, Mystery, Thriller",37778,2019-10-18,Ciarán Foy
